"title","author","author_company","repo","number","closed","created_at","closed_at","updated_at","labels","assignees"
"Image CDN cache not invalidated after product image replacement on staging","eriksson_nils","grot_plushies","grot-plushies/product-catalog-service","1513","false","1774847505417","","1774927163599","[""bug"",""area/images"",""area/postgres"",""effort/large"",""priority/low""]","[]"
"Cart export to CSV includes internal IDs instead of product names intermittently","schmidt_lena","grot_plushies","grot-plushies/cart-service","1260","false","1774787262889","","1775747334374","[""bug"",""area/validation"",""effort/medium"",""priority/critical""]","[]"
"Implement smart cart suggestions based on purchase history","jackson_drew","grot_plushies","grot-plushies/cart-service","1676","false","1774759431232","","1775768678858","[""feature-request"",""area/discounts"",""effort/small"",""priority/critical""]","[]"
"Implement PSD2 strong customer authentication for EU payments","foster_lee","grot_plushies","grot-plushies/payment-service","1431","true","1774745277279","1775516868207","1775516868207","[""feature-request"",""area/refunds"",""area/receipts"",""area/invoicing"",""effort/small"",""priority/medium""]","[""qa_engineer""]"
"Implement product versioning for audit trail compliance after recent deploy","hussain_amir","grot_plushies","grot-plushies/product-catalog-service","1254","true","1774717775583","1775471714139","1775471714139","[""feature-request"",""area/inventory"",""area/reviews"",""area/api"",""effort/medium"",""priority/high""]","[""ops_admin""]"
"Implement server-side rendering for better SEO for new accounts","bennett_james","grot_plushies","grot-plushies/frontend","1450","false","1774697138324","","1774790084643","[""feature-request"",""area/i18n"",""effort/small"",""priority/high""]","[""infra_lead""]"
"Product page shows different price than what customer was charged since v2.4 upgrade","hansen_ida","grot_plushies","grot-plushies/product-catalog-service","1073","false","1774686853930","","1775892467100","[""customer-support"",""area/reviews"",""effort/small"",""priority/high""]","[]"
"Tax calculation returns incorrect amount for Canadian provinces in production","dubois_julie","grot_plushies","grot-plushies/cart-service","1082","true","1774674866593","1775045103741","1775045103741","[""bug"",""area/session"",""effort/medium"",""priority/medium""]","[""product_mgr""]"
"Product metadata fields lost when switching between draft and published for new accounts","lopez_rosa","grot_plushies","grot-plushies/product-catalog-service","1036","false","1774663219309","","1775304485100","[""bug"",""area/api"",""area/import-export"",""effort/medium"",""priority/medium""]","[]"
"Implement product recommendation carousel on homepage on staging","cruz_maria","grot_plushies","grot-plushies/frontend","1192","true","1774660124740","1775047398797","1775047398797","[""feature-request"",""area/search"",""effort/large"",""priority/high""]","[""sre_oncall""]"
"Add configurable fraud rules engine per merchant region after recent deploy","chen_wei","grot_plushies","grot-plushies/payment-service","1240","true","1774642780885","1775833867403","1775833867403","[""feature-request"",""area/fraud-detection"",""area/receipts"",""area/webhooks"",""effort/small"",""priority/low""]","[""infra_lead"",""data_eng""]"
"Cart total miscalculated when mixing percentage and fixed discounts since v2.4 upgrade","cruz_maria","grot_plushies","grot-plushies/cart-service","1257","false","1774615360276","","1775561730297","[""bug"",""area/inventory-sync"",""effort/medium"",""priority/critical""]","[]"
"Support Klarna buy-now-pay-later integration for new accounts","kim_soo","grot_plushies","grot-plushies/payment-service","1009","true","1774613286126","1776175876643","1776175876643","[""feature-request"",""area/webhooks"",""effort/large"",""priority/low""]","[""ux_designer""]"
"Add estimated delivery date to cart summary","santos_leo","grot_plushies","grot-plushies/frontend","1670","false","1774574987387","","1774881266915","[""feature-request"",""area/checkout-flow"",""area/mobile"",""effort/large"",""priority/low""]","[]"
"Add estimated delivery date to cart summary on staging","lewis_brooke","grot_plushies","grot-plushies/frontend","1287","false","1774555039649","","1774911185959","[""feature-request"",""area/performance"",""area/auth"",""effort/small"",""priority/medium""]","[]"
"Category tree API returns circular reference for nested categories in production","ross_taylor","grot_plushies","grot-plushies/product-catalog-service","1763","false","1774540109598","","1775579823512","[""bug"",""area/caching"",""area/api"",""effort/small"",""priority/low""]","[]"
"Add product recommendation engine based on browsing patterns under high load","martin_luke","grot_plushies","grot-plushies/product-catalog-service","1733","true","1774508319506","1775162189207","1775162189207","[""feature-request"",""area/reviews"",""area/inventory"",""effort/small"",""priority/low""]","[""platform_eng""]"
"Add visual product configurator for custom plushies after recent deploy","hall_morgan","grot_plushies","grot-plushies/frontend","1886","true","1774466253931","1776700800000","1776700800000","[""feature-request"",""area/i18n"",""effort/small"",""priority/low""]","[""ops_admin""]"
"Add support for product variants with independent inventory tracking for new accounts","ivanova_olga","grot_plushies","grot-plushies/product-catalog-service","1337","false","1774439704494","","1775092334556","[""feature-request"",""area/pricing"",""effort/large"",""priority/high""]","[]"
"Account locked after failed password reset attempts","kumar_ravi","grot_plushies","grot-plushies/frontend","1120","false","1774291110640","","1774352042253","[""customer-support"",""area/i18n"",""effort/medium"",""priority/medium""]","[""infra_lead""]"
"Filter sidebar scroll position resets when applying new filter on staging","kim_soo","grot_plushies","grot-plushies/frontend","1465","false","1774252796896","","1774467666980","[""bug"",""area/accessibility"",""area/search"",""effort/small"",""priority/low""]","[]"
"Add support for product variants with independent inventory tracking since v2.4 upgrade","ivanova_olga","grot_plushies","grot-plushies/product-catalog-service","1055","false","1774236869704","","1774613088933","[""feature-request"",""area/caching"",""effort/large"",""priority/high""]","[]"
"Product photos don't match received item for variant selection since v2.4 upgrade","martinez_sofia","grot_plushies","grot-plushies/product-catalog-service","1219","true","1774194909246","1775584079473","1775584079473","[""customer-support"",""area/api"",""area/caching"",""area/inventory"",""effort/small"",""priority/low""]","[""infra_lead""]"
"Apple Pay session validation fails on subdomain checkout pages in production","petrov_ivan","grot_plushies","grot-plushies/payment-service","1079","false","1774162055535","","1774637830002","[""bug"",""area/stripe"",""area/tax-calc"",""area/fraud-detection"",""effort/small"",""priority/low""]","[""data_eng""]"
"User reports getting charged twice for single order","berg_katrin","grot_plushies","grot-plushies/frontend","1017","false","1774156175346","","1774661271869","[""customer-support"",""area/seo"",""effort/small"",""priority/medium""]","[]"
"Partial refund calculates incorrect amount for percentage-based discounts since v2.4 upgrade","moore_ash","grot_plushies","grot-plushies/payment-service","1950","false","1774084914734","","1775222300938","[""bug"",""area/currency"",""effort/medium"",""priority/low""]","[]"
"Fraud detection false positive blocking legitimate high-value orders (regression)","blake_chris","grot_plushies","grot-plushies/payment-service","1967","false","1774064541316","","1774131542660","[""bug"",""area/stripe"",""area/fraud-detection"",""effort/large"",""priority/medium""]","[]"
"Customer unable to remove last item from cart on mobile (regression)","miller_avery","grot_plushies","grot-plushies/cart-service","1664","true","1774053058933","1774845617671","1774845617671","[""customer-support"",""area/persistence"",""area/validation"",""effort/small"",""priority/medium""]","[""data_eng""]"
"Payment timeout increases to 30s during peak hours causing cart drops after recent deploy","reed_jordan","grot_plushies","grot-plushies/payment-service","1250","false","1774035488150","","1774138482265","[""bug"",""area/stripe"",""area/receipts"",""effort/medium"",""priority/medium""]","[]"
"Accessibility: screen reader skips product description section since v2.4 upgrade","davis_riley","grot_plushies","grot-plushies/frontend","1070","false","1774013526582","","1774098185925","[""bug"",""area/auth"",""effort/small"",""priority/medium""]","[""sec_reviewer"",""data_eng""]"
"Cart TTL not reset on user interaction causing premature expiry under high load","rivera_sol","grot_plushies","grot-plushies/cart-service","1560","false","1773947357063","","1774436428421","[""bug"",""area/persistence"",""effort/small"",""priority/medium""]","[]"
"Implement server-side rendering for better SEO","kumar_ravi","grot_plushies","grot-plushies/frontend","1702","true","1773942541243","1774354677737","1774354677737","[""feature-request"",""area/checkout-flow"",""area/search"",""effort/medium"",""priority/medium""]","[""sec_reviewer""]"
"Inventory count goes negative when concurrent orders exceed stock in production","martinez_sofia","grot_plushies","grot-plushies/product-catalog-service","1064","false","1773920804481","","1775066749675","[""bug"",""area/inventory"",""effort/medium"",""priority/low""]","[]"
"Pagination breaks when filtering by category on search page (regression)","moore_ash","grot_plushies","grot-plushies/frontend","1191","false","1773896544048","","1773898876876","[""bug"",""area/ux"",""effort/small"",""priority/high""]","[]"
"Product sorting by price doesn't account for active discounts intermittently","cohen_dan","grot_plushies","grot-plushies/product-catalog-service","1747","true","1773891797851","1776230340496","1776230340496","[""bug"",""area/inventory"",""effort/large"",""priority/low""]","[""platform_eng""]"
"Full-text search returns no results for hyphenated product names for new accounts","becker_anna","grot_plushies","grot-plushies/product-catalog-service","1971","false","1773891713059","","1774494775685","[""bug"",""area/caching"",""area/pricing"",""effort/medium"",""priority/critical""]","[""qa_engineer"",""ux_designer""]"
"Implement cart sharing via unique link","quinn_rowan","grot_plushies","grot-plushies/cart-service","1335","true","1773881916218","1774442892448","1774442892448","[""feature-request"",""area/discounts"",""area/persistence"",""area/validation"",""effort/small"",""priority/critical""]","[""data_eng""]"
"Product sorting by price doesn't account for active discounts","miller_avery","grot_plushies","grot-plushies/product-catalog-service","1726","false","1773833863262","","1774946277569","[""bug"",""area/postgres"",""effort/small"",""priority/medium""]","[]"
"Invoice PDF generation fails for orders with more than 50 line items","ali_omar","grot_plushies","grot-plushies/payment-service","1253","false","1773827189301","","1774888269633","[""bug"",""area/refunds"",""effort/medium"",""priority/high""]","[]"
"Customer reports product description contains outdated sizing information (regression)","andersson_emma","grot_plushies","grot-plushies/product-catalog-service","1247","false","1773805220511","","1774339564098","[""customer-support"",""area/inventory"",""effort/small"",""priority/high""]","[]"
"Shipping estimate showing 30 days for domestic order since v2.4 upgrade","grant_sam","grot_plushies","grot-plushies/cart-service","1707","true","1773726979417","1775854894947","1775854894947","[""customer-support"",""area/discounts"",""effort/small"",""priority/medium""]","[""sec_reviewer""]"
"Payment confirmation email sent before charge is finalized","baker_tom","grot_plushies","grot-plushies/payment-service","1529","true","1773648228807","1774075932001","1774075932001","[""bug"",""area/currency"",""effort/small"",""priority/low""]","[""ops_admin"",""qa_engineer""]"
"Support recurring payment schedule customization in production","moore_ash","grot_plushies","grot-plushies/payment-service","1083","false","1773614899630","","1774285878534","[""feature-request"",""area/receipts"",""effort/medium"",""priority/high""]","[]"
"Product page loads very slowly for items with many reviews intermittently","grant_sam","grot_plushies","grot-plushies/product-catalog-service","1556","false","1773588108197","","1773727422002","[""customer-support"",""area/api"",""effort/medium"",""priority/medium""]","[]"
"Discount code rejected but shows as valid in marketing email","flores_ana","grot_plushies","grot-plushies/cart-service","1675","false","1773568868560","","1774421301189","[""customer-support"",""area/discounts"",""area/ttl"",""effort/small"",""priority/medium""]","[]"
"Search index out of sync after product soft-delete and restore on staging","edwards_pat","grot_plushies","grot-plushies/product-catalog-service","1224","false","1773567979646","","1773767920431","[""bug"",""area/reviews"",""effort/large"",""priority/low""]","[]"
"Add GraphQL API for flexible product data querying on staging","reed_jordan","grot_plushies","grot-plushies/product-catalog-service","1761","false","1773563424525","","1774696772764","[""feature-request"",""area/reviews"",""area/caching"",""effort/medium"",""priority/medium""]","[]"
"Mobile hamburger menu doesn't close after navigation (regression)","brown_alex","grot_plushies","grot-plushies/frontend","1874","false","1773519875348","","1774126109496","[""bug"",""area/ux"",""area/accessibility"",""area/i18n"",""effort/small"",""priority/low""]","[]"
"Support recurring payment schedule customization in production","grant_sam","grot_plushies","grot-plushies/payment-service","1718","true","1773514807812","1775140953067","1775140953067","[""feature-request"",""area/tax-calc"",""area/pci-compliance"",""area/invoicing"",""effort/small"",""priority/medium""]","[""data_eng"",""infra_lead""]"
"Refund pending for 14 days with no status update","davis_riley","grot_plushies","grot-plushies/payment-service","1194","false","1773480102201","","1774304804446","[""customer-support"",""area/retry-logic"",""effort/small"",""priority/high""]","[""product_mgr""]"
"Product price history not recording changes from admin bulk edit (regression)","agarwal_priya","grot_plushies","grot-plushies/product-catalog-service","1146","false","1773464065780","","1774458359077","[""bug"",""area/import-export"",""area/api"",""effort/medium"",""priority/low""]","[""platform_eng""]"
"Add product recommendation engine based on browsing patterns after recent deploy","green_tanya","grot_plushies","grot-plushies/product-catalog-service","1752","true","1773459458153","1775327400410","1775327400410","[""feature-request"",""area/postgres"",""area/search-index"",""effort/medium"",""priority/low""]","[""platform_eng"",""product_mgr""]"
"Add save-for-later functionality with reminder notifications after recent deploy","carter_devon","grot_plushies","grot-plushies/cart-service","1459","false","1773446920164","","1774563501952","[""feature-request"",""area/validation"",""area/discounts"",""effort/small"",""priority/medium""]","[]"
"Refund endpoint returns success but charge is not reversed","bell_sarah","grot_plushies","grot-plushies/payment-service","1157","false","1773429021314","","1773926020738","[""bug"",""area/invoicing"",""effort/small"",""priority/medium""]","[]"
"Customer sees duplicate charge on credit card statement","clark_mia","grot_plushies","grot-plushies/payment-service","1591","false","1773400531320","","1774225911788","[""customer-support"",""area/receipts"",""effort/large"",""priority/high""]","[]"
"Invoice shows wrong tax rate for exempt organization on staging","miller_avery","grot_plushies","grot-plushies/payment-service","1360","false","1773378014825","","1774194862133","[""customer-support"",""area/retry-logic"",""area/tax-calc"",""effort/medium"",""priority/low""]","[]"
"Wishlist heart icon state resets on page refresh after recent deploy","ortiz_diego","grot_plushies","grot-plushies/frontend","1168","false","1773350304095","","1773879852224","[""bug"",""area/auth"",""area/seo"",""effort/medium"",""priority/medium""]","[""data_eng""]"
"Related products algorithm returns items from archived collections under high load","perez_gabi","grot_plushies","grot-plushies/product-catalog-service","1643","true","1773315005701","1774496065144","1774496065144","[""bug"",""area/reviews"",""effort/small"",""priority/low""]","[""data_eng""]"
"Implement automatic retry with exponential backoff for failed payments on staging","agarwal_priya","grot_plushies","grot-plushies/payment-service","1301","false","1773257091549","","1774269992282","[""feature-request"",""area/retry-logic"",""area/refunds"",""area/tax-calc"",""effort/small"",""priority/medium""]","[]"
"Cart webhook fires before transaction is committed to database for new accounts","hussain_amir","grot_plushies","grot-plushies/cart-service","1002","false","1773245242100","","1774396783158","[""bug"",""area/ttl"",""effort/small"",""priority/medium""]","[]"
"Category filter shows empty results despite products being visible in search after recent deploy","foster_lee","grot_plushies","grot-plushies/product-catalog-service","1138","true","1773238002504","1775212625137","1775212625137","[""customer-support"",""area/postgres"",""area/inventory"",""effort/medium"",""priority/medium""]","[""sre_oncall""]"
"Mobile hamburger menu doesn't close after navigation for new accounts","hansen_ida","grot_plushies","grot-plushies/frontend","1313","false","1773214909367","","1773721297112","[""bug"",""area/navigation"",""area/accessibility"",""effort/small"",""priority/low""]","[""sre_oncall"",""data_eng""]"
"Stripe webhook signature validation fails intermittently under load on staging","honda_yuki","grot_plushies","grot-plushies/payment-service","1144","false","1773205191759","","1773362021477","[""bug"",""area/currency"",""effort/medium"",""priority/medium""]","[""ux_designer"",""ops_admin""]"
"Add cart comparison feature for bulk buyers on staging","honda_yuki","grot_plushies","grot-plushies/cart-service","1039","false","1773125916579","","1774284310178","[""feature-request"",""area/session"",""effort/small"",""priority/high""]","[]"
"Add product bundling discount engine","mueller_tim","grot_plushies","grot-plushies/cart-service","1090","true","1773084798962","1775617581890","1775617581890","[""feature-request"",""area/ttl"",""area/inventory-sync"",""effort/medium"",""priority/high""]","[""dev_lead""]"
"Implement product review moderation workflow under high load","ali_omar","grot_plushies","grot-plushies/product-catalog-service","1125","false","1773073254037","","1773641205255","[""feature-request"",""area/api"",""area/inventory"",""effort/small"",""priority/high""]","[]"
"Add real-time payment status webhooks for third-party integrations since v2.4 upgrade","lee_jin","grot_plushies","grot-plushies/payment-service","1188","false","1773060653164","","1773914741495","[""feature-request"",""area/retry-logic"",""effort/medium"",""priority/medium""]","[]"
"Review star rating shows fractional stars as empty on staging","foster_lee","grot_plushies","grot-plushies/frontend","1455","false","1773032016433","","1774053524574","[""bug"",""area/search"",""area/performance"",""area/ui"",""effort/large"",""priority/medium""]","[""dev_lead""]"
"Product sorting by price doesn't account for active discounts","ivanova_olga","grot_plushies","grot-plushies/product-catalog-service","1784","true","1773009639886","1775180092372","1775180092372","[""bug"",""area/import-export"",""effort/medium"",""priority/high""]","[""data_eng""]"
"Store credit not reflected after returned item processed","jensen_lars","grot_plushies","grot-plushies/payment-service","1390","true","1772993765926","1775532100482","1775532100482","[""customer-support"",""area/retry-logic"",""area/receipts"",""effort/small"",""priority/medium""]","[""ux_designer""]"
