"title","author","author_company","repo","number","closed","created_at","closed_at","updated_at","labels","assignees"
Custom Labels Not Recognized/Read,system51,,grafana/grafana,121205,false,1774532962000,,1774578210000,"[""type/bug"",""datasource/Prometheus"",""area/explore"",""automated-triage"",""area/dashboard/variable"",""area/suggestions""]",[]
"Alerting: E-Mail notifications have no ""To"" field, triggering spam protection",evgeni,Red Hat,grafana/grafana,121169,false,1774515284000,,1774678319000,"[""type/bug"",""area/alerting"",""type/regression"",""automated-triage""]",[]
Provide configuration option to disable or customize HTTP Server header (prevent server banner disclosure),muleakshay29,,grafana/grafana,121166,false,1774510899000,,1774511094000,"[""type/feature-request"",""area/security"",""area/backend/api"",""area/backend"",""area/configuration"",""automated-triage""]",[]
Provide an option to find list of dashboards connected to a Datasource,tu5har,InsideView India,grafana/grafana,121160,false,1774498602000,,1774519522000,"[""type/feature-request"",""type/ux"",""area/search"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/settings"",""area/provisioning/datasources""]",[]
"Alerting History: Elastisearch Datasource with ""dot"" in label names results in: GET api/v1/rules/history failed with 500: received a non-200 response from loki, status: 400",Nachtfalkeaw,,grafana/grafana,121144,false,1774474483000,,1774474688000,"[""type/bug"",""area/alerting"",""datasource/Elasticsearch"",""datasource/Loki"",""automated-triage""]",[]
"Time Series Panel: if overriding axis label for ""Fields returned by query"", label unexpectedly appears on x-axis",laura-smith-baesystems,,grafana/grafana,121106,false,1774455936000,,1774551629000,"[""type/bug"",""area/field/overrides"",""area/panel/timeseries"",""automated-triage""]",[]
Contact points: OnCall plugin errors when it is not installed,chriscerie,@aws,grafana/grafana,121040,false,1774396016000,,1774541456000,"[""type/bug"",""area/plugins"",""area/alerting"",""area/frontend"",""type/regression"",""automated-triage""]",[]
Refresh button width with another language,BeePerNet,,grafana/grafana,121039,false,1774395836000,,1774396035000,"[""type/bug"",""type/ux"",""type/accessibility"",""area/navigation"",""area/internationalization"",""automated-triage""]",[]
"Internal cache: Folder API error: rpc error: code = Internal desc = failed to verify id token: go-jose/go-jose/jwt: validation field, token issued in the future (iat)",nuclearcat,Collabora,grafana/grafana,121015,false,1774378312000,,1774378510000,"[""type/bug"",""area/auth"",""area/backend/api"",""area/backend"",""automated-triage""]",[]
"Product Area: Tags in ""Add Annotation"" not showing or persisting",gregsandell,18th Street Consulting,grafana/grafana,121013,false,1774377401000,,1774377600000,"[""type/bug"",""area/annotations"",""area/tooltip"",""automated-triage"",""area/dashboard/annotations""]",[]
grafana-lite,yosiasz,solitcon,grafana/grafana,121011,false,1774375709000,,1774375902000,"[""type/feature-request"",""area/plugins"",""type/build-packaging"",""area/configuration"",""automated-triage""]",[]
Anonymous auth with org_role Editor gets 403 on dashboard /dto subresource (unified storage),msd-olo,,grafana/grafana,121010,false,1774375620000,,1774375819000,"[""type/bug"",""area/auth"",""area/backend/api"",""type/regression"",""automated-triage"",""area/permissions"",""area/auth/rbac""]",[]
Alerting: State History Prometheus backend does not support Alloy remote write endpoint,Jjungs7,"Yonsei University, Computer Science",grafana/grafana,120983,false,1774364384000,,1774370487000,"[""type/feature-request"",""area/alerting"",""datasource/Prometheus"",""area/configuration"",""automated-triage""]",[]
Can't hide a transformation (Trendline) with click on legend,reima1992,,grafana/grafana,120956,false,1774353471000,,1774353669000,"[""type/bug"",""area/transformations"",""area/panel/timeseries"",""area/legend"",""automated-triage""]",[]
CVE-2026-33186,woohsian,,grafana/grafana,120926,true,1774340269000,1774661892000,1774661892000,"[""area/security"",""type/chore"",""type/build-packaging"",""area/backend"",""automated-triage""]",[]
Bar gauge doesn't fill up whole space up to Max,seva-luchianov,Tanium,grafana/grafana,120918,false,1774313552000,,1774468190000,"[""type/bug"",""area/panel/bargauge"",""type/regression"",""automated-triage""]",[]
Grafana Folders Tag,matheus-meneses,Banco Inter,grafana/grafana,120910,false,1774284466000,,1774284670000,"[""type/feature-request"",""area/search"",""area/backend/api"",""area/dashboard/folders"",""area/provisioning"",""automated-triage""]",[]
Allow configurable timeout for Microsoft Entra ID OAuth token exchange to prevent intermittent login failures,MickeyMouseS,Nimbeo,grafana/grafana,120907,false,1774281898000,,1774407055000,"[""type/feature-request"",""area/auth"",""area/auth/oauth"",""area/configuration"",""good first issue"",""automated-triage""]",[]
generic_oauth: org_mapping based on id-token,LilWatson,,grafana/grafana,120891,false,1774262490000,,1774611429000,"[""type/bug"",""area/auth"",""area/auth/oauth"",""automated-triage""]","[""Rydez""]"
Unable to disable grafana live API,StianOvrevage,Signicat AS,grafana/grafana,120890,false,1774260783000,,1774264706000,"[""type/bug"",""area/backend/api"",""area/streaming"",""area/configuration"",""automated-triage""]",[]
Localisation iPhone,pizanolucas02-lang,,grafana/grafana,120878,false,1774132349000,,1774202196000,"[""area/datasource"",""type/new-plugin-request""]",[]
Authentication: Grafana does not honor OAuth ID token expiration w/o refresh token support,morrone,Lawrence Livermore National Laboratory,grafana/grafana,120844,false,1774035837000,,1774363747000,"[""type/bug"",""area/security"",""area/auth"",""area/auth/oauth"",""automated-triage""]","[""mgyongyosi""]"
Import of templates with mixed data sources failes,YetAnotherGerrit,@zammad,grafana/grafana,120797,false,1774006381000,,1774006566000,"[""type/bug"",""area/dashboard/import"",""type/regression"",""area/dashboards/panel"",""automated-triage""]",[]
Separator for thousands,mr-git,@evolution-gaming ,grafana/grafana,120795,false,1774005748000,,1774005940000,"[""type/feature-request"",""type/ux"",""area/panel/table"",""area/internationalization"",""area/panel/stat"",""area/field/overrides"",""automated-triage""]",[]
Warn or enforce minimum `step` for Loki alert rule queries to prevent excessive query volume,ldstn-td,,grafana/grafana,120771,false,1773988165000,,1773988352000,"[""type/feature-request"",""area/alerting"",""type/performance"",""datasource/Loki"",""automated-triage""]",[]
resource_version table missing namespace column causes dashboard-service to loop indefinitely on startup,ldstn-td,,grafana/grafana,120770,false,1773985873000,,1774541497000,"[""type/bug"",""type/performance"",""datasource/Loki"",""area/backend/db/sqlite"",""area/backend/db/migration"",""type/regression"",""automated-triage""]",[]
[New Data Source]: <Grafana>,Moo27-sys,,grafana/grafana,120768,false,1773978349000,,1773978349000,"[""area/datasource"",""type/new-plugin-request""]",[]
Alertmanager: regression breaking sigv4 in alertmanager plugin,chriscerie,@aws,grafana/grafana,120766,true,1773973992000,1774348327000,1774348327000,"[""type/bug"",""area/plugins"",""area/auth"",""type/regression"",""datasource/Alertmanager"",""team/grafana-aws-datasources"",""automated-triage""]",[]
Undocumented breaking change: alertmanager cluster metrics renamed with `grafana_` prefix in 12.3+,lumaks-redox,,grafana/grafana,120761,false,1773967116000,,1774469874000,"[""type/bug"",""area/alerting"",""area/backend"",""type/regression"",""automated-triage""]","[""alexander-akhmetov""]"
State Timeline: Text Color Doesn't Change as Theme Changes,JadeKessinger,,grafana/grafana,120721,true,1773937517000,1774024623000,1774024654000,"[""type/bug"",""type/ux"",""area/frontend/library-panels"",""area/panel/state-timeline"",""team/grafana-dashboards"",""area/dashboards/panel"",""automated-triage""]",[]
Product Area: Short description of bug,synepolskyi,,grafana/grafana,120715,true,1773934670000,1774627061000,1774627061000,"[""type/bug"",""area/search"",""area/navigation"",""area/configuration"",""type/regression"",""automated-triage""]",[]
Allowing graph panels to appear as tooltips in a Canvas panel,ArielAbecasis,,grafana/grafana,120705,false,1773929572000,,1773929778000,"[""type/feature-request"",""type/ux"",""area/panel/canvas"",""area/tooltip"",""area/dashboards/panel"",""automated-triage""]",[]
External / pluggable SQL database engine support,asmyasnikov,,grafana/grafana,120682,false,1773921444000,,1773927456000,"[""type/tech"",""type/refactor"",""area/backend/db"",""area/backend/db/sql"",""area/backend/db/migration"",""automated-triage""]",[]
Dashboards: Timeseries point graph style gradient selection missing,hkroger-oura,,grafana/grafana,120676,false,1773920110000,,1773920312000,"[""type/bug"",""type/ux"",""area/panel/edit"",""area/panel/timeseries"",""automated-triage""]",[]
External Only Alertmanager provisioning,pvanderlinden,,grafana/grafana,120674,false,1773919493000,,1773919682000,"[""type/bug"",""area/alerting"",""area/provisioning"",""datasource/Alertmanager"",""automated-triage""]",[]
Team: Migration at each start make unable to start with read only SQL user,Povers,,grafana/grafana,120655,false,1773907154000,,1774363564000,"[""type/bug"",""area/admin/user"",""area/backend/db"",""area/backend"",""area/backend/db/migration"",""type/regression"",""automated-triage""]","[""mgyongyosi""]"
Alerting: Contact point HTTP client timeouts are hardcoded and not configurable,grebnik89,,grafana/grafana,120654,false,1773906173000,,1774259241000,"[""type/feature-request"",""area/alerting"",""area/backend"",""area/configuration"",""automated-triage""]",[]
FlameGraph: muted nodes are muted even if they match search.,bobrik,@cloudflare ,grafana/grafana,120650,false,1773891097000,,1773891298000,"[""type/bug"",""type/ux"",""area/search"",""area/panel/flame-graph"",""automated-triage""]",[]
Dashboard Scenes: regression in unknown field override matchers causing dashboards to crash,chriscerie,@aws,grafana/grafana,120648,false,1773882981000,,1774543786000,"[""type/bug"",""area/field/overrides"",""type/regression"",""team/grafana-dashboards"",""area/dashboards/panel"",""automated-triage"",""area/dashboard/scenes""]",[]
[RBAC] Data sources explorer user can now run query for default data source,,,grafana/grafana,120630,false,1773863225000,,1774653126000,"[""type/bug"",""area/explore"",""automated-triage"",""area/permissions"",""area/auth/rbac""]","[""forsethc""]"
Crypto: Please increase salt length to 128bits for PBKDF2,xnox,Chainguard,grafana/grafana,120561,false,1773803997000,,1773997870000,"[""type/feature-request"",""area/security"",""area/auth"",""area/backend"",""area/backend/db/migration"",""automated-triage""]",[]
Alert rule emails are not being sent to configured contact points,,,grafana/grafana,120553,true,1773786441000,1774541646000,1774541646000,"[""type/bug"",""area/alerting"",""automated-triage""]",[]
Stat Panel value / sparkline color mismatch,chilsenb,,grafana/grafana,120517,false,1773756890000,,1773937938000,"[""type/bug"",""area/panel/stat"",""type/regression"",""automated-triage""]",[]
Slack thread summary: Assistant choice for creating issues (2026-03-17),,,grafana/grafana,120516,true,1773756611000,1773756796000,1773756813000,"[""area/admin/user"",""type/discussion"",""automated-triage""]",[]
"Dashboards: ""Datasource ${datasource} was not found"" after enabling Dynamic Dashboards",Daniel-Vaz,Axians,grafana/grafana,120508,false,1773749259000,,1774285259000,"[""type/bug"",""area/dashboard/templating"",""automated-triage"",""area/dashboard/variable"",""area/dashboard/scenes""]",[]
"Azure Monitor: ""Can not support requested time grain"" for AKS cluster health in Explore View",Jeralan,Microsoft,grafana/grafana,120482,false,1773699406000,,1774550607000,"[""type/bug"",""area/explore"",""datasource/Azure"",""automated-triage""]",[]
Panels: Add option to hide title,jwavoet,Fluxygen,grafana/grafana,120423,false,1773673167000,,1774345686000,"[""type/feature-request"",""type/ux"",""area/panel/edit"",""area/dashboards/panel"",""area/dashboard/edit"",""automated-triage""]",[]
腾讯云东京,zhangxiaowei1225,,grafana/grafana,120389,true,1773655455000,1773655492000,1773655492000,"[""area/datasource"",""type/new-plugin-request""]",[]
Make ResendDelay configurable,sean1245780,,grafana/grafana,120387,false,1773653925000,,1773658596000,"[""type/feature-request"",""area/alerting"",""type/performance"",""area/configuration"",""automated-triage""]",[]
Explore : MSSQL query waits inifinitely when using multiple select statements,Shaik-Sirajuddin,,grafana/grafana,120381,false,1773645503000,,1773645695000,"[""type/bug"",""datasource/MSSQL"",""area/explore"",""automated-triage""]",[]
Datasource: Azure Data Explorer source auth via Managed Identity stopped working 12.4.1,chriswue,,grafana/grafana,120377,false,1773621167000,,1774477153000,"[""type/bug"",""area/plugins"",""datasource/Azure"",""type/regression"",""automated-triage"",""area/provisioning/datasources""]",[]
Dashboards: /render HTML error path via ReqContext.Handle can emit secondary template errors,ultramancode,,grafana/grafana,120356,false,1773492227000,,1773492630000,"[""type/bug"",""area/backend/api"",""area/backend"",""area/image-rendering"",""automated-triage""]",[]
Dashboards: /render/d/... render-authenticated flow shows high latency and timeout-boundary 500s,ultramancode,,grafana/grafana,120354,true,1773465039000,1773661982000,1773674526000,"[""type/bug"",""type/performance"",""area/backend/api"",""area/image-rendering"",""automated-triage""]",[]
Plugins: can't disable preinstall_async and also install other plugins with GF_PLUGINS_PREINSTALL_SYNC,briend,@terascope ,grafana/grafana,120338,true,1773426795000,1773823606000,1773823606000,"[""type/bug"",""area/plugins"",""area/backend"",""area/configuration"",""automated-triage""]","[""andresmgot""]"
Dynamic Dashboards: Repeated Panels can't be hide based on simple switch variable,NiklasCi,@TRICERA-energy ,grafana/grafana,120327,false,1773416939000,,1773417138000,"[""type/bug"",""area/templating/repeating"",""automated-triage"",""area/dashboard/variable"",""area/dashboard/scenes"",""area/panel/repeat""]",[]
"Drilldown / Traces: Root cause latency shows ""No data for selected query""",pkramme,,grafana/grafana,120285,false,1773407465000,,1774426441000,"[""type/bug"",""area/explore"",""datasource/Tempo"",""type/regression"",""area/panel/traceview"",""automated-triage""]",[]
Product Area: Use of Vulnerable Dependency (Cloudflare CIRCL) in Grafana – CVE-2026-1229,neha997,HCL,grafana/grafana,120256,false,1773388478000,,1774288398000,"[""area/security"",""type/chore"",""area/backend"",""automated-triage""]",[]
"Bug: ""Hide time picker"" hides the entire toolbar (Save, Share, Refresh) when dashboardNewLayouts is enabled",baur,,grafana/grafana,120254,true,1773383582000,1773399450000,1773399476000,"[""type/bug"",""type/ux"",""area/dashboard/timerange"",""area/navigation"",""type/regression"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/settings""]",[]
"FR: Add ""Exclude from Global Refresh"" option for individual panels to support Mixed Dashboards (SQL + MQTT/Live)",baur,,grafana/grafana,120252,false,1773381238000,,1773381887000,"[""type/feature-request"",""type/ux"",""type/performance"",""area/streaming"",""team/grafana-dashboards"",""area/dashboards/panel"",""automated-triage"",""area/dashboard/scenes""]",[]
Plugins: Error in usage stats when amazonprometheus is not found,msoumar-ms,,grafana/grafana,120247,false,1773359400000,,1773404296000,"[""type/bug"",""type/question"",""datasource/Prometheus"",""automated-triage""]",[]
Dashboards: Broken UI for multi-variable variables with many options selected,Jeralan,Microsoft,grafana/grafana,120245,false,1773355572000,,1774019318000,"[""type/bug"",""area/dashboard/templating"",""automated-triage"",""area/dashboard/variable""]",[]
Git sync: Azure DevOps repositories fail with 404 because nanogit unconditionally appends .git to URLs,MikeDevresse,,grafana/grafana,120149,false,1773304567000,,1773742706000,"[""area/backend"",""area/provisioning"",""automated-triage"",""area/gitsync""]",[]
Select specific panels and focus on them,kyue1005,,grafana/grafana,120144,false,1773297176000,,1773403075000,"[""type/feature-request"",""area/dashboards/panel"",""automated-triage""]",[]
Single entry memoization cache for `parseAmConfigRoute` in `useNotificationPolicyRoute.ts` can cause infinite loading when Previewing Routing and Edit Alerts Page (under multiple external Prometheus alertmanagers with thousands of receivers/routes each),RichardZhangRZ,,grafana/grafana,120142,true,1773277720000,1774541703000,1774541703000,"[""type/bug"",""area/alerting"",""datasource/Alertmanager"",""automated-triage""]",[]
Automigration storage (12.4.1): Unable to set enableMigration via environment vars,cuda-slines,,grafana/grafana,120123,false,1773256143000,,1773256345000,"[""type/bug"",""area/provisioning"",""area/configuration"",""area/backend/db/migration"",""type/regression"",""automated-triage""]",[]
Copy panel as SVG with embedded data,phemmer,,grafana/grafana,120121,false,1773254275000,,1773267918000,"[""type/feature-request"",""area/data/export"",""team/grafana-dashboards"",""area/dashboards/panel"",""automated-triage""]",[]
Excel: microsoft 365,HelenaChrisOliveira,,grafana/grafana,120108,false,1773246423000,,1773246423000,"[""area/datasource"",""type/new-plugin-request""]",[]
Alerting: alerts failing with Can't find response by refID. Return nodata,Hipska,@Super-Visions ,grafana/grafana,120084,true,1773241626000,1773315484000,1773316387000,"[""type/bug"",""datasource/Graphite"",""area/alerting"",""area/expressions"",""automated-triage""]",[]
Improve the field regex for the 'Enhanced display for OpenTelemetry log lines',utrack,Holland & Barrett,grafana/grafana,120069,false,1773237830000,,1774629523000,"[""type/feature-request"",""area/panel/logs"",""automated-triage""]","[""matyax""]"
add ability to pull UID directly,douglasawh,@Perforce,grafana/grafana,120067,false,1773235989000,,1773236203000,"[""type/feature-request"",""area/alerting"",""automated-triage""]",[]
"When User Preference timezone shows ""Default"" (unsupported TZ), Org Preference unsupported timezone offset is ignored and User Preference offset is used instead",ShanteshSindgi,Self,grafana/grafana,120032,false,1773225323000,,1774264677000,"[""type/bug"",""area/admin/user"",""area/backend/api"",""area/configuration"",""automated-triage""]",[]
Dynamic Dashboards: Tab link contains lowercase tab id of variable makes links based on variables impossible,NiklasCi,@TRICERA-energy ,grafana/grafana,120022,false,1773222634000,,1773225068000,"[""type/bug"",""area/dashboard/links"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/variable"",""area/dashboard/scenes""]",[]
Explore > Run Query button stuck on loading for Loki data source query,,,grafana/grafana,119989,false,1773171063000,,1773171264000,"[""type/bug"",""area/explore"",""datasource/Loki"",""automated-triage""]",[]
Bar Chart: hidden series state is lost on tab change,lukester1975,,grafana/grafana,119982,false,1773166423000,,1773400334000,"[""type/bug"",""area/panel/barchart"",""area/legend"",""automated-triage"",""area/dashboard/scenes""]",[]
Azure Data Explorer x Grafana 12.4.0 : failed to retrieve Azure access token: no client ID specified,mts-dyt,metroscope,grafana/grafana,119965,false,1773159473000,,1773672219000,"[""type/bug"",""area/plugins"",""area/auth"",""datasource/Azure"",""type/regression"",""automated-triage""]",[]
Dashboard: migration,marcaurele,,grafana/grafana,119951,true,1773155560000,1774370715000,1774617659000,"[""type/bug"",""area/backend"",""area/backend/db/sqlite"",""area/streaming"",""area/backend/db/migration"",""type/regression"",""automated-triage""]","[""RafaelPaulovic""]"
Logs Drilldown: LogLevel mapping should include emergency,Kuehn-Andreas,,grafana/grafana,119946,false,1773154185000,,1773154397000,"[""type/bug"",""area/explore"",""datasource/Loki"",""automated-triage""]",[]
error rebuilding indexes when upgrading grafana (12.3.0 -> 12.4.0),BlackZork,,grafana/grafana,119912,true,1773140588000,1773264589000,1773473183000,"[""type/bug"",""area/backend/db"",""area/backend"",""area/backend/db/sqlite"",""area/backend/db/migration"",""automated-triage""]",[]
Dashboard: can't save case-insensitive or natural variable sort orders,lukester1975,,grafana/grafana,119911,false,1773139994000,,1773152529000,"[""type/bug"",""area/dashboard/templating"",""area/dashboard/edit"",""automated-triage"",""area/dashboard/variable""]",[]
Dashboards: variables do not update in panels when the row title is off‑screen,anjanasuresh-sf,,grafana/grafana,119905,false,1773134711000,,1773141081000,"[""type/bug"",""area/dashboard/templating"",""area/dashboard/rows"",""automated-triage"",""area/dashboard/variable""]",[]
Screen readers do not announce the label name for 'Prometheus source' combo box in windows.,msftedad,,grafana/grafana,119904,false,1773134434000,,1773134629000,"[""type/bug"",""area/dashboard/templating"",""type/accessibility"",""automated-triage"",""area/dashboard/variable""]",[]
Stat: Numbers size computation broken,DmitrySidorow,R-Solutions,grafana/grafana,119897,false,1773127065000,,1773127262000,"[""type/bug"",""area/panel/stat"",""type/regression"",""automated-triage""]",[]
Table: Wrap header text option broken,DmitrySidorow,R-Solutions,grafana/grafana,119896,true,1773126704000,1773404573000,1773404590000,"[""type/bug"",""area/panel/table"",""type/regression"",""automated-triage"",""datagrid""]",[]
Grafana build from source: go-stdlib v1.1.0checksum mismatch,smijolovic,CHAaSM Inc,grafana/grafana,119886,false,1773100729000,,1773100934000,"[""type/bug"",""type/build-packaging"",""area/backend"",""area/configuration"",""automated-triage""]",[]
Dashboards: Version restore unreliable flow,Jeralan,Microsoft,grafana/grafana,119885,false,1773099561000,,1773099754000,"[""type/bug"",""type/ux"",""area/navigation"",""automated-triage"",""area/dashboard/settings""]",[]
Improve Settings->Variables editing,doulweapons,,grafana/grafana,119862,false,1773078848000,,1773079058000,"[""type/feature-request"",""type/ux"",""automated-triage"",""area/dashboard/settings"",""area/dashboard/variable"",""area/dashboard/scenes""]",[]
Datasources: PostgreSQL datasource fails to connect when `maxOpenConns=0` (pgxpool error `MaxSize must be >= 1`),Breee,,grafana/grafana,119810,false,1773051449000,,1773052695000,"[""type/bug"",""datasource/Postgres"",""area/backend/db/postgres"",""type/regression"",""automated-triage"",""area/provisioning/datasources""]",[]
Table: field override footers now a union of reducers since 12.4,lukester1975,,grafana/grafana,119808,false,1773050535000,,1773050722000,"[""type/bug"",""area/panel/table"",""area/field/overrides"",""type/regression"",""automated-triage"",""area/panel/field-override""]",[]
Annotations on visual panel causing alert lines to change to blue,gilldl2002,,grafana/grafana,119796,false,1773031906000,,1773032108000,"[""type/bug"",""area/annotations"",""area/panel/timeseries"",""automated-triage"",""area/dashboard/annotations""]",[]
Stop using whitespaces in filenames,jelmd,,grafana/grafana,119794,false,1772995046000,,1773071545000,"[""type/chore"",""type/build-packaging"",""area/backend"",""area/configuration"",""automated-triage""]",[]
Dashboards: Variable of type Query - All option not getting selected if query returns no data,swiffer,,grafana/grafana,119793,false,1772987322000,,1772987516000,"[""type/bug"",""area/dashboard/templating"",""datasource/Postgres"",""type/regression"",""automated-triage"",""area/dashboard/variable""]",[]
Documentation feedback: /docs/sources/administration/roles-and-permissions/_index.md,Wooah3,Wooga,grafana/grafana,119792,true,1772973616000,1773067109000,1773067109000,"[""type/docs"",""area/admin/user"",""automated-triage"",""area/permissions""]",[]
"Edit visualization: ""Add link"" crashes, given there is a var of type datasource. Regression in 12.4.0. Debug/stacktrace provided",cristian-spiescu,,grafana/grafana,119790,false,1772965176000,,1773911651000,"[""type/bug"",""area/dashboard/data-links"",""type/regression"",""area/dashboard/edit"",""automated-triage"",""area/dashboard/variable""]",[]
"Dashboards: German Translation of the ""Refresh"" Button is overlapping with other buttons",Daniel-Ebert,@IBM,grafana/grafana,119789,false,1772954272000,,1773133454000,"[""type/bug"",""type/ux"",""area/dashboard/timerange"",""good first issue"",""type/regression"",""team/grafana-dashboards"",""automated-triage""]",[]
LLM: Dashboard/Panel Title/Description generation is not working after update to 12.4,petchumpriwan,@agoda-com ,grafana/grafana,119781,false,1772887898000,,1772888085000,"[""type/bug"",""area/plugins"",""area/backend/api"",""type/regression"",""automated-triage"",""area/dashboard/settings""]",[]
"Folder only visible in ""List View""",,,grafana/grafana,119736,true,1772810131000,1773334611000,1773334611000,"[""type/bug"",""type/ux"",""area/search"",""area/dashboard/folders"",""area/navigation"",""automated-triage""]",[]
Dashboards: Custom variable values are removed on refresh when “Allow custom values” is enabled,fshchudlo,Nebius,grafana/grafana,119723,false,1772804011000,,1774276883000,"[""type/bug"",""area/dashboard/templating"",""automated-triage"",""area/dashboard/variable""]",[]
Template Variable with $timeFilter does not refresh on Dashboard Time Range change,jan-krueger,,grafana/grafana,119718,true,1772799945000,1772813865000,1772813899000,"[""type/bug"",""datasource/InfluxDB"",""area/dashboard/templating"",""area/dashboard/timerange"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/variable""]",[]
Datasources: error 404 (/versions does not exist) upgrading to v12.4.0,ecurbelo,@System73,grafana/grafana,119715,true,1772798084000,1773068232000,1773068232000,"[""type/bug"",""area/plugins"",""area/configuration"",""type/regression"",""area/plugins-catalog"",""datasource/JSON"",""automated-triage""]",[]
Deduplicated logs in log panel should show the latest log message in their respective group,dammg,,grafana/grafana,119707,false,1772791691000,,1772982298000,"[""type/feature-request"",""area/panel/logs"",""automated-triage""]",[]
Datasource resources API returns 500 instead of 405 for HTTP method mismatch,atkinsonm,@slackhq,grafana/grafana,119686,false,1772770232000,,1772770423000,"[""type/bug"",""area/backend/api"",""datasource/Prometheus"",""automated-triage""]",[]
Inconsistent span title style in TraceTimelineViewer,ogxd,@equativ,grafana/grafana,119674,false,1772747070000,,1772771734000,"[""type/bug"",""type/ux"",""area/explore"",""area/panel/traceview"",""automated-triage""]",[]
"Logs: ""Search fields by name"" input in field selector sidebar does not accept keyboard input",akunchamdd,,grafana/grafana,119658,false,1772738115000,,1773051826000,"[""type/bug"",""needs more info"",""area/explore"",""area/panel/logs"",""type/regression"",""automated-triage""]",[]
Add variables for start time and end time of buckets in heatmaps for use in data URLs,taladar,,grafana/grafana,119620,false,1772720894000,,1773237468000,"[""type/feature-request"",""area/dashboard/timerange"",""area/panel/heatmap"",""datasource/Loki"",""area/dashboard/data-links"",""automated-triage""]",[]
[Server]: <name-of-service> pppoe+onu+ all detels = map live,beparykamrul-dev,Family Time Network,grafana/grafana,119613,false,1772718667000,,1772718667000,"[""area/datasource"",""type/new-plugin-request""]",[]
Database Migration: Grafana upgrade to 12.4 gets error on rule_group column,sambaccessnow,,grafana/grafana,119604,false,1772714524000,,1772716940000,"[""type/bug"",""area/backend/db/mysql"",""area/backend/db/migration"",""automated-triage""]",[]
Failed to assume role and connect to AWS managed prometheus in version 12.4. reverting to 12.3.3 solved issue,gidi-thetis,,grafana/grafana,119603,false,1772713286000,,1773307769000,"[""type/bug"",""area/auth"",""datasource/Prometheus"",""area/backend"",""type/regression"",""team/grafana-aws-datasources"",""automated-triage""]",[]
